idx,target,year,is_future,prefix
4032,territorial,1748,0,"Because this kind of jurisdiction was incident to, and followed the lands or territory to which it was annexed,..it got the name of"
4033,terror,1864,0,They had neither the inclination nor the need to..safeguard the territory behind the lines by the application of methods of
4034,textile,1888,0,"There are classes for designing, clay modeling, architecture, ceramics, tiles, and"
4035,texture,1622,0,"The invaluable sumptuousness of the Temple..the curious celatures, and artificial"
4036,texture,1625,0,The Allure collection is hand tufted of a blend of wool and high-sheen art silk in a soft chenille
4037,thereof,1388,0,"The chare of Israel, and the charietere therof [1382 of it; Cov. and his horsmen; Genev ., 1611, and R.V. and the horsemen"
4038,thereof,1388,0,"Ignavus ..He runneth up trees, and his desire is to sit there on the tops"
4039,thereof,1200,0,"If there be any particular that may more nearly relate to your affaires, you will be pleas'd to consider"
4040,thinker,1835,0,"I have been in a sexless marriage for more than 14 years, and I definitely do not have a ‘clinker in my"
4041,throne,1548,0,Regular living has done its part in maintaining the veteran on his championship
4042,tide,1390,0,His faithful troops from every side Are brought to turn the rapid
4043,tightly,1601,0,"An' ay on Sundays duly nightly, I on the questions [ i.e. catechism] targe them"
4044,tomb,1559,0,He that form'd me in the Womb He shall guide me to the
4045,transient,1911,0,An instrument that is to be used in studying speech should have high damping as well as a high natural frequency in order to reduce distortion due to
4046,triangle,1615,0,The Servians..in the first half of the 14th century..formed the strongest power of the Illyrian
4047,trunk,1610,0,Why say you not that Munday will bee drunke Keeps all vnruly wakes & playes at
4048,trustee,1641,0,"Yes, I admit I am exacting when it is a case of ‘earnest well wishers’ and trusted"
4049,trustee,1945,1,"History will be made if the people in the Trust Territories..vote to come under the wing of the United States, their"
4050,tune,1387,0,"A hidden brook In the leafy month of June, That to the sleeping woods all night Singeth a quiet"
4051,unhappy,1533,0,Numa schewe in his Calendar sic dayis as wer happy and sic dayis as war
4052,unstable,1904,0,"Most elements exist naturally as a mixture of several isotopes... The diagram shows all of the stable isotopes, and many of the"
4053,vacation,1500,0,"And can you not from your Precation, And your as daily Club-Potation, To think of an old Friend find some"
4054,vegetation,1450,0,The intercellular air-spaces of the cortical parenchyma are in open communication with the external air at the time of active
4055,viable,1871,0,A seed entombed for thirty centuries with Egyptian mummies is still capable of germination; we state that during this period it has been
4056,vibration,1666,0,"When the particles of elastic bodies are suddenly disturbed by an impulse, they return to their natural position by a series of isochronous"
4057,vice,1297,0,In wham al þe tresor of malice Sal be hidde with alle maner of
4058,virtual,1760,0,"The circumference of the wheel, 75 inches, multiplied by 86 turns, gives 6450 inches for the velocity of the water in a minute; \(\displaystyle \frac{1}{60}\) of which will be the velocity in a second, equal to 107,5 inches, or 8,96 feet, which is due to a head of 15 inches; and this we call the"
4059,virtual,1443,0,"Nor can [a mortal sin] be forgiven without repentance, either actual or"
4060,virtual,1882,0,We must know what phase of the act is being used by thought to change the actual into the
4061,vulnerable,1616,0,"[Alligators having] plates or scales, said to be impenetrable..except about their heads and just behind their fore legs, where they are"
4062,ward,1586,0,"On a Souldier. The souldier fights well and with good regard, But when hee's lame, he lies at an ill"
4063,ward,1400,0,Sendeþ ymagu wyt ȝoure standard And Archillaus in þe first
4064,ward,1377,0,"In ev'ry Street a City-bard Rules, like an Alderman his"
4065,watch,1725,0,This afternoon a batch of telegraphists due on duty refused to attend. The batch then on duty declared that they would go out on strike when their
4066,well-being,1643,0,"The twirling, twinkling displays in shop windows acting as some sort of hypnotic lighthouse for spendaholics does make me fear for all our fiscal"
4067,working,1827,0,"Having now described the parts of the foot separately, we shall attempt as concisely as possible, to explain his ideas of their combined action: his plan, his"
4068,worst,1425,0,"His practis'd eye perceiv'd, from first, That Harry might defy his"
4069,yours,1250,0,"‘It shall [be done] , sir,’ said Sampson. ‘Then give me your hand,’ retorted Quilp. ‘Sally, girl,"
4070,yours,1430,0,"I depend on your mighty Talent,..and on that Score, remain, Most Lovingly"
4071,over,1917,0,"It has never been finally worked out which system is the more disappointing, but it is generally admitted that each has something"
4072,through,1460,0,"Though Buffett is clearly not a fan of the deal, he may have helped push it"
4073,through,1849,0,"‘This man has passed,’ he thought, ‘and I have failed!’..‘Good bye, Spavin,’ said he. ‘I'm very glad you are"
4074,even,1580,0,"Jackson, you haven't been getting any rest for days. Weeks,"
4075,people,1425,0,Abraham..was deed in a good elde..and he was gaderyd to his puple [1611 was gathered to his
4076,same,1362,0,"Her lute-string gave an echo of his name, She spoilt her half-done broidery with the"
4077,before,1325,0,"For there have been more Revolts, Defections, and Secesses made in Europe, than for many Centuries"
4078,call,1460,0,"I have stuck to that very strictly, not to admit any witnesses that are not in the brief. We are totally in the judgement of the court, whether she shall be"
4079,call,1564,0,"Meanwhile, I shall carry on, resolved to go wherever danger or necessity"
4080,call,1488,0,"The hors thai tuk for awentur mycht befall, Laid on thar sowme, syne furth the way couth"
4081,great,1398,0,"This rapid motion of the humours, produces heat and rarefaction of the blood, dilates the vessels, and gives rise to a full and"
4082,large,1883,0,"They managed to capture the rollicking beat of a ditty that was a current favorite with the crew. ‘Oh-h, the cap-t'n he rides in his lit-tle gig, The ad-mir'l he rides in his barge, It don't go a goddamn bit fas-ter, But it makes the old bas-tard feel"
